word,creole_word,creole_name
"figure, body","ganm,bay ganm,chyé anlè,fè ganm",St. Lucia
"fighter, battler",batayè,St. Lucia
"fight, battle",batay,St. Lucia
fifty,senkant,St. Lucia
fifth,senkyenm,St. Lucia
fifteen,kenz,St. Lucia
field,savann,St. Lucia
"few, a little",pé,St. Lucia
fever,lafyèv,St. Lucia
"festival, fete, feast","fèsten,fèt,sélébwasyon",St. Lucia
fertilizer,sèl,St. Lucia
fern,fwijè,St. Lucia
"fence,pen, fold","pak,pak wòch",St. Lucia
"female owner, proprietress",mètwès,St. Lucia
female mulatto,miyatwès,St. Lucia
"female dancing partner,nun,draughts game,queen in a card deck","danm,mèw,mèw",St. Lucia
female cousin,kouzin,St. Lucia
"female cosponsor at baptismal ceremony; your child's godmother or your godchild's mother,effeminate male, a man who is acting like a woman",makoumè,St. Lucia
female bewitching spirit that may cause someone to lose his way,"ladjablès,adjablès",St. Lucia
"fellow, guy",boug,St. Lucia
"feeling of emotional pain, heartache","penn,an penn",St. Lucia
February,Févwiyé,St. Lucia
"feather,pen",plim,St. Lucia
fear,"fwiyè,fwéyè,fwison,fwison,kwentif,lapè,pèwèz",St. Lucia
fear,"kwentif,fwison,fwiyè,kwenn,lapè,pèwèz,ni kwentif,ni lapè,ni pèwèz,pè",St. Lucia
fear,"lapè,fwison,fwiyè,kwenn,kwentif,pèwèz",St. Lucia
fear,"pèwèz,fwison,fwiyè,kwenn,kwentif,lapè",St. Lucia
"favour,opp","favè,an favè,kont,kont",St. Lucia
"fault,opp","tò,fòt,bay tò,blanmé,ni tò,byen fèt,ni wézon",St. Lucia
fault due to negligence,"fòt,tò",St. Lucia
"father-in-law,step father",bopè,St. Lucia
father,"papa,Apa,papa'y tjwa,kwaché",St. Lucia
"fate, destiny, state of being poor",sò,St. Lucia
"fat,opp","gwa,fin,mèg,manjé gwa",St. Lucia
"fat, robust",vayan,St. Lucia
"fat, grease",gwès,St. Lucia
fasting (for religious purposes),"ajen,fè ajen,fas,wèsté san manjé",St. Lucia
"fast, quickly,opp","vit,vitman,dous,dousman,fè vit,bay pyé,bwennen kò,chapé kò,chapé pyé,fè pyé",St. Lucia
"fast, quickly,opp","vitman,vit,dousman",St. Lucia
"farthing, one half cent E.C.","sou,dé sou",St. Lucia
farmer,"fama,plantè",St. Lucia
"far, far away,opp","lwen,bò,pwé,pwé",St. Lucia
fang,kòk,St. Lucia
family,"fanmi,lafanmi",St. Lucia
familiar,okouwan,St. Lucia
FALSE,"fo,fo témwen",St. Lucia
"fall,waterfall","so,latjilbit,latjilbit,fè so,pwan so,tonbé",St. Lucia
"fall, tumble","latjilbit,so,so,pwan latjilbit",St. Lucia
faithfulness,fidèlité,St. Lucia
"faithful, in the sense of keeping one's word, vows",fidèl,St. Lucia
faith,lafwa,St. Lucia
fairy,ayfé,St. Lucia
factory,"faktri,lizin",St. Lucia
factory,"lizin,faktri",St. Lucia
face,"fidji,fidjay,fidji lonng,fidji pou fidji,ponm fidji",St. Lucia
"eye,an angry look with the eyes,term used for the windpipe when something is stuck in it","zyé,jyé,zyé kwé,bat zyé,fè zyé dou,gwo zyé,zyé kòklay",St. Lucia
"extraordinary, strange",èstòdinè,St. Lucia
extension (to a house),galwi,St. Lucia
experience,èspéyans,St. Lucia
"expensive, dear,opp","chè,bonmaché,pwan chè",St. Lucia
expense,dépans,St. Lucia
exhibition,ègzibisyon,St. Lucia
exercise,lézèksis,St. Lucia
excuse,èskiz,St. Lucia
"excrement,to defecate,a small flower that is commonly white or pink","kaka,alé an pwévit,chyé,chyé,chyé,chyé,kaka bawi,kaka bétjé,soumatjé,kaka dlo,kaka labyè,kaka mèl,kaka né,kaka poul,kaka sèl,kaka zòwèy",St. Lucia
"excrement,to defecate","chyé,alé an pwévit,kaka,kaka,kaka,kaka,chyé anlè,bay ganm",St. Lucia
excrement deposited in a chamber pot,bantjé,St. Lucia
excrement,lasèl,St. Lucia
"except,unless","èksèpté,asèpté,anba,antiwan,tout tan...pa,antiwan,anba,tout tan...pa",St. Lucia
except,"antiwan,antiwans,èksèpté,èksèpté",St. Lucia
"example,for example,as an example","ègzanp,pa ègzanp",St. Lucia
exactly,"ègzaktiman,diwèktiman,diwèktiman",St. Lucia
"evil, wickedness","kwiyoté,méchansté,movèzté",St. Lucia
"evil, wickedness","movèzté,kwiyoté,méchansté",St. Lucia
"evil, wicked,opp","méchan,bwital,modi,movèz,séléwa,bon,bon",St. Lucia
"evil, iniquity, wickedness, wicked things","méchansté,kwiyoté,movèzté",St. Lucia
"evidence, proof",pwèv,St. Lucia
everywhere,toupatou,St. Lucia
"every,both,every other","toulé,?toulèz,toulé dé",St. Lucia
"everlasting, eternal","diwant,étèwnèl,lavi diwant,létèwnité,pou tout tan",St. Lucia
"evening,opp","òswè,bonmaten,li òswè,òswè-a",St. Lucia
"evening, night,opp","swè,jou,jou,li swè",St. Lucia
"even,exactly, precisely,just enough,just right, just the right size, just fits","jis,jis kont,doukwé,doukwé",St. Lucia
eternity,"létèwnité,létènité,lavi diwant",St. Lucia
eternal,"étèwnèl,étènèl,étonnèl,diwant",St. Lucia
"especially, above all","sitou,èspwèsman",St. Lucia
especially,"èspwèsman,sitou",St. Lucia
"erysipelas: skin disease caused by streptococcus, characterized by inflammation",wézipèl,St. Lucia
"error,opp","lèwè,ni wézon",St. Lucia
"errand,message,parcel",konmisyon,St. Lucia
"equal, level, same, flush",égal,St. Lucia
epilepsy,malkadi,St. Lucia
envious,"anvyèj,vivi",St. Lucia
envious,"vivi,anvyèj",St. Lucia
envelope,anvlòp,St. Lucia
"entrails, internal organs, giblets, offal","fwisi,fwisi mòl,fwisi wèd,fwa,malad an fwisi",St. Lucia
"entitled,perfect, lacking nothing",antit,St. Lucia
"entire, whole",antyè,St. Lucia
"enslaved,slave, person who is enslaved","èslav,?enslav",St. Lucia
enraged,"dézolé,anwajé",St. Lucia
"enough, sufficient","asé,sifi",St. Lucia
"enormous, huge","bidim,gwo bidim,manman,manman,matenm",St. Lucia
"English, the English language,Englishman","Anglé,Langlé",St. Lucia
England,Langlitè,St. Lucia
"engaged to be married,fiancé, fiancée","fiyansé,fwiyansé",St. Lucia
energy,tenpéwanman,St. Lucia
"enemy,opp","lèlmi,jan,jan,kanmawad",St. Lucia
"end,over, finished, ended","bout,finisman,finisman",St. Lucia
"end, finish","finisman,bout,bout",St. Lucia
encouragement,"ankouwajman,enkouwajman",St. Lucia
"empty,opp","vid,plen,plen",St. Lucia
"empty, hollow","flo,kwèz",St. Lucia
emotionally or physically distressed and unable to hold still,"anbazoudi,anbawasé,anbawasé",St. Lucia
"ember, hot coals",zondifé,St. Lucia
eleven,wonz,St. Lucia
elbow,"koudbwa,koutbwa",St. Lucia
either...or,"swé...ében,swèt...ében",St. Lucia
eighty,"katwiven,katwiven dis",St. Lucia
"eh, eh","é, é",St. Lucia
"egret, heron, cowbird",kayal,St. Lucia
eggs waiting to hatch (of a crustacean),odjé,St. Lucia
egg,zé,St. Lucia
effort,éfò,St. Lucia
education,endikasyon,St. Lucia
"eddo, tanya","chou,manman chou",St. Lucia
"easy,opp","ézé,fasil,difisil,wèd,wèd",St. Lucia
"easy,opp","fasil,ézé,difisil,wèd,wèd",St. Lucia
Easter,Pak,St. Lucia
East Indian pastry roll with ginger and saffron,gwodja,St. Lucia
East Indian fried bread,goulgoula,St. Lucia
East Indian dish: stewed pumpkin,talkari,St. Lucia
East Indian bread stuffed with curried split peas,dalpouri,St. Lucia
East Indian bread similiar to a roti shell but fried,sohari,St. Lucia
earthquake,twanblanntè,St. Lucia
"earth, world,mankind","latè,kwityen,kwityen,lézòm",St. Lucia
earring,zanno,St. Lucia
"early,opp","bonnè,ta",St. Lucia
ear,"zòwèy,di an zòwèy,chwichwi,palé an zòwèy,palé an zòwèy,di an zòwèy",St. Lucia
eagle,lèg,St. Lucia
"each, every","chak,chaken",St. Lucia
"dust,to make dust fly up,to flee","lapousyè,pousyè,fè lapousyè,fann kann,fè zéklè,kwazé bwa,pwan an bwa,pwan lavòl,fann kann,fè djip,fè zéklè,kwazé bwa,kwazé wazyé,pwan an bwa,pwan lavòl,swiyé lapousyè asou",St. Lucia
duration,diwan,St. Lucia
dumpling,donbwé,St. Lucia
"dumb, unable to speak,mute",moumou,St. Lucia
duck,kanna,St. Lucia
"dry, dead grass or leaves; thatch","pay,kay pay,pay a kouto,zèb a kouto",St. Lucia
"dry season, January to May,opp","kawenm,livènaj",St. Lucia
"drunkard, sot","gògè,nèg wonm,wonmyé",St. Lucia
"drunkard, sot","wonmyé,gògè,nèg wonm",St. Lucia
"drunk,opp","sou,natiwèl,natiwèl",St. Lucia
drum,tanbou,St. Lucia
"drizzle, very fine rain",fifin,St. Lucia
driver,chofè,St. Lucia
"drink, drinking of alcohol beverages","bwason,bwè,bwè,gòg",St. Lucia
dress,wòb,St. Lucia
dregs,"kwas,dènyé kwas,ti kwas,ti miyèt,ti tak,tizing",St. Lucia
dream,wèv,St. Lucia
dreadlocks,nati,St. Lucia
"drawers, underpants",kalson,St. Lucia
drawer,tiwè,St. Lucia
dragonfly,mawisosé,St. Lucia
dozen,douzenn,St. Lucia
dough,lapat,St. Lucia
doubt,"dout,doutans,an dout",St. Lucia
door,lapòt,St. Lucia
"donkey, ass",bouwik,St. Lucia
"domino, game of dominoes",dòmino,St. Lucia
domination,donminasyon,St. Lucia
dolphin,dowad,St. Lucia
dollar,"dòla,goud",St. Lucia
dollar,"goud,dòla",St. Lucia
"doll,a supernatural character who looks like a child with a big head and makes a crying sound like a cat","bolonm,pòpòt,pòpòt,ti bolonm",St. Lucia
doll,"pòpòt,bolonm,bolonm",St. Lucia
dog days,kannitil,St. Lucia
doctor,dòktè,St. Lucia
dock,tjé,St. Lucia
"docile, tame,opp","dosil,fawouch,mawon,sovay",St. Lucia
division,"divizyon,halé kasé,tiwé mété",St. Lucia
divinity,divinité,St. Lucia
"ditch, drain",kannal,St. Lucia
distance,distans,St. Lucia
"dissatisfied,opp","désatisfè,déplè,kontanté,plè,satisfè,satisfè",St. Lucia
disoriented,vag,St. Lucia
"disobedient,opp","dézobéyisan,ékoutan,obéyisan",St. Lucia
"disobedience,opp","dézobéyisans,obéyisans",St. Lucia
"dishonest, characterized by cheating","kotjen,fè kotjen",St. Lucia
"disheveled, disorderly, untidily dressed",débwayé,St. Lucia
"dishes, tableware, vessel",vésèl,St. Lucia
"disgust, distaste, aversion","dégou,dégoutans",St. Lucia
discussion,"diskasyon,kozé",St. Lucia
disciple,disip,St. Lucia
disarrangement (in reference to internal organs),déwanjman,St. Lucia
disappointment,dézapwètman,St. Lucia
disagreement,"chiz,dispit",St. Lucia
"dirty, soiled,opp","sal,mal pwòp,mal pwòp,nèt,nèt,pwòp",St. Lucia
"dirt, ground, soil,land, property","tè,a tè,fè tè,tè gwa",St. Lucia
"directly,exactly","diwèktiman,ègzaktiman,ègzaktiman",St. Lucia
"directly, straight",djoup,St. Lucia
"dinner,to eat dinner, to dine",dinen,St. Lucia
"dim, dull,dimly",toub,St. Lucia
digging tool made of an iron bar flattened on one end,balanmin,St. Lucia
difficulty,difikilté,St. Lucia
"difficult, hard,opp","difisil,wèd,wèd,ézé,fasil",St. Lucia
different,diféwan,St. Lucia
difference,diféwans,St. Lucia
"diet, regimen",wéjim,St. Lucia
dice,"gwenndé,zo,zo,jwé gwenndé",St. Lucia
diarrhea,"ladjidjit,mal vant,wilachman",St. Lucia
diarrhea,"wilachman,ladjidjit,mal vant",St. Lucia
diamond,dyanman,St. Lucia
dew,"lawouzé,séwen",St. Lucia
dew,"séwen,lawouzé",St. Lucia
devious,"malis,bòbòlis,kwennad,visyé",St. Lucia
Devil,"Denmou,Satan",St. Lucia
devil,djab,St. Lucia
development,dévlòpman,St. Lucia
detail,détay,St. Lucia
"desk, office",biwo,St. Lucia
desire,dézi,St. Lucia
descendant,"désandan,an désandan",St. Lucia
depth,fondjè,St. Lucia
"demonstrative pronoun: this, that,who,whose,he who, whoever","sa,san,ki sa,ki sa ki,sa ki,ki moun ki,sa ki moun,ki moun ki,kilès ki,sa ki moun,sé sa ki",St. Lucia
deliverance,délivwans,St. Lucia
deliberation,délibéwasyon,St. Lucia
"deliberately, on purpose",èspwé,St. Lucia
"deliberately annoying, irritating, offensive, unpleasant,opp","dézagwéyab,agwéyab",St. Lucia
"delayed, late",anwita,St. Lucia
"definitely, of course",absoliman,St. Lucia
defense,"défans,fè défans,wéponn tèt",St. Lucia
"defect, flaw, weakness",défo,St. Lucia
"defamation, slander",mépwi,St. Lucia
deer,"bich,sèf",St. Lucia
deer,"sèf,bich",St. Lucia
deck (of a boat),lakal,St. Lucia
decision,disizyon,St. Lucia
December,Désanm,St. Lucia
deceiver,"kwennad,malis",St. Lucia
debt,dèt,St. Lucia
"debris, tangle of leaves and twigs in water",bousay,St. Lucia
"death,opp","lanmò,défini,lavi,lavi",St. Lucia
"death, end,opp","défini,lanmò,lavi,lavi,fè défini",St. Lucia
deaf person,soudè,St. Lucia
deaf,"soud,ti non soud,soudnon",St. Lucia
"dazed, stunned, disoriented","kagou,bazoudi,toudi,toudi",St. Lucia
"dazed, in a daze",égawé,St. Lucia
"day (with an emphasis on on activities done or condition during the day),opp","jouné,lannwit,nwit,jan jouné",St. Lucia
dawn,"laba,laba jou,laba jou,laba",St. Lucia
daughter-in-law,bèlfi,St. Lucia
date,"dat,ansyen dat",St. Lucia
"dasheen, taro (Colocasia esculanta)","dachin,danma",St. Lucia
"dasheen, taro (Colocasia esculanta)","danma,dachin,danma alifòm,danma blan,danma nwè,danma vè",St. Lucia
"darling, sweetie","doudou,chéwi,chéwi",St. Lucia
"darkness, the dark","nwèsè,fè nwè,fè nwè",St. Lucia
dangerous,danjéwé,St. Lucia
"danger, peril",danjé,St. Lucia
dandruff,tipo,St. Lucia
dancer,dansè,St. Lucia
damp,mik,St. Lucia
damned,sakwé,St. Lucia
damage,donmaj,St. Lucia
"dagger, poniard",ponya,St. Lucia
"cutting, seedling, immature plant suitable for transplanting",plan,St. Lucia
"cutlass, machete",koutla,St. Lucia
"customs tax, import duty",ladwenn,St. Lucia
customer,pwatik,St. Lucia
"custom, habit","labitid,lakoutim,mès,kon labitid",St. Lucia
custard apple,kachiman,St. Lucia
curve,détou,St. Lucia
curtain,wido,St. Lucia
curse,"modisyon,limyè,limyè",St. Lucia
curry,kòri,St. Lucia
"current,current, electricity",kouwan,St. Lucia
curious,tjiwiyèz,St. Lucia
"cure, remedy","djéwizon,djéwizyon",St. Lucia
"culvert, underground drain",kòlvèt,St. Lucia
cucumber,konkonm,St. Lucia
crystal,kwistal,St. Lucia
"crybabyish, apt to cry easily","chinya,chiya,chiyan",St. Lucia
"cry, scream, shout","kwi,fè kwi,andjélé,hélé,kwiyé,fè yon kwi",St. Lucia
crutch,bitji,St. Lucia
"crumb, small piece,some, a little bit, a few,okay, so so","miyèt,ti miyèt,tiyèt,pyanmpyanm,tak,ti kwas,ti mòso,ti tak,tibwen,tizing,tak,ti mòso,ti tak,tibwen,tizing,pasab,pyanmpyanm,ti mòso,tibwen,tizing",St. Lucia
"crumb, scrap,to browse, to nibble at, to pick at",wonyen,St. Lucia
"crudely, not nicely done",agòspyès,St. Lucia
crucifix,kwis,St. Lucia
"crown, wreath","kouwonn,kouwann",St. Lucia
"crowd, number (of people)","pòpilas,latilyé",St. Lucia
crowd,"latilyé,lamé,popilas,pòpilas",St. Lucia
croup strap,koupyè,St. Lucia
crotch,fouk,St. Lucia
"crosscut grass, vetiver grass (Vetiveria zazanoides)",vèwtivè,St. Lucia
cross,"kwa,kwa chyen kwa chat",St. Lucia
"crop, craw of a bird",fal,St. Lucia
crop,zam,St. Lucia
criminal charge,"chaj,an chaj",St. Lucia
crime,kwim,St. Lucia
"cricket bat,to bat",bas,St. Lucia
cricket,zwi,St. Lucia
"Creole language,person of African descent","Kwéyòl,Kéwòl,Patwa,Patwa",St. Lucia
creeping mimosa plant,mayhont,St. Lucia
"credit,on credit",kwédi,St. Lucia
creation,kwiyasyon,St. Lucia
crease,kan,St. Lucia
"cream, whipped cream,porridge","kwenm,ti kwenm,ti kwenm,kwenm",St. Lucia
"crazy, mad (masc. form)",fou,St. Lucia
"crazy, mad (fem. form)",fòl,St. Lucia
"craze, mania, craving","foli,an foli,mandé mal,pwan mal",St. Lucia
crayfish,"kwibich,kibich",St. Lucia
cramp,"lakwanp,kwanp",St. Lucia
"crackling, fried rind",lakwenn,St. Lucia
"crack, split",fant,St. Lucia
crab,"kwab,kwab hont,kwab mal zòwèy",St. Lucia
"cowardly,coward",kwapon,St. Lucia
"cow, cattle",bèf,St. Lucia
"court, magistrate, legal authorities","bawo,lalwa,lodyans",St. Lucia
"court, legal authorities","lalwa,bawo,lodyans,mennen lalwa,mennen lodyans",St. Lucia
"court, legal authorities","lodyans,bawo,lalwa,mennen lodyans,mennen lalwa",St. Lucia
"court, court case",kés,St. Lucia
"country, nation, land","péyi,nasyon",St. Lucia
"coubaril tree, which has hard wood and big pods like horns",koubawi,St. Lucia
cotton,"koton,bèt koton,koton flo",St. Lucia
corregated galvannized roofing,galvanniz,St. Lucia
"cornmeal, cornmeal porridge",timi,St. Lucia
corner,"kwen,konwen,konyen",St. Lucia
"cornbread made of corn meal, sugar, coconut, spices, milk, cooked in a banana leaf or foil and eaten for dessert",penmi,St. Lucia
corn,mi,St. Lucia
"cork, bottle cap, lid",bouchon,St. Lucia
"cord, rope",kòd,St. Lucia
coop,poulayé,St. Lucia
conversation,konmézasyon,St. Lucia
convent,kouvan,St. Lucia
"continually,continuously, all the time",kontinèlman,St. Lucia
constantly,"konstanman,konstan,toujou,toujou,tout lè,tout tan,tout tan",St. Lucia
conscience,konsyans,St. Lucia
confidence,konfyans,St. Lucia
confession,konfèsyon,St. Lucia
"conference, council, meeting",konsit,St. Lucia
condition,kondisyon,St. Lucia
condemnation,"kondannasyon,danmnasyon",St. Lucia
"concubine, mistress, 'outside woman'",djabal,St. Lucia
concrete,masonn,St. Lucia
conch,lanbi,St. Lucia
computer,konpyouta,St. Lucia
compliment,konpliman,St. Lucia
completely,"konplètman,nèt,nètaman,nètaman,toutafèt",St. Lucia
completely,"toutafèt,konplètman,nètaman,nètaman",St. Lucia
complete destruction,lapatouch,St. Lucia
compassion,"konpasyon,tjè fèb",St. Lucia
compass saw,paspatou,St. Lucia
"company, group","konpanni,kopanni,gany,gwoup",St. Lucia
companion,"konpany,tjenn konpany",St. Lucia
communion,"konminyon,lakonminyon",St. Lucia
communication,konminikasyon,St. Lucia
common sense,santiman,St. Lucia
common,"konmen,fanm konmen,djanmèt,djanmèt,fanm lawi,fanm vyé lavi",St. Lucia
commandment,"konmandman,koumadman",St. Lucia
comfortable,konfòtab,St. Lucia
comb,"peny,penng",St. Lucia
color,koulè,St. Lucia
collar (of clothes),kolé,St. Lucia
"collar (for an animal), necklace","kolyé,kolyé laklé,bwanch laklé,patjé laklé",St. Lucia
colic,kolik,St. Lucia
"cold, grippe,nasal mucus",wim,St. Lucia
"cold weather,opp,rheumatism","fwédi,chalè",St. Lucia
coin,pyès,St. Lucia
coffin,"senkèy,senkay",St. Lucia
coffee maker,kafétyè,St. Lucia
coffee,"kafé,kafé bwézilyen,kafé gwenn légliz,kafé gwo bouwo,kafé pat chouval,kafé ti kafé,kafé zèpyant",St. Lucia
"coconut,male genitals, groin","koko,koko an tjwiyè,koko di,koko Kouli,koko makak,koko sèk,koko tanbou,topi tanbou,koko wak,koko zyé,gwenn zyé",St. Lucia
cocoa tea,"chikola,dité kako",St. Lucia
cockroach,wavèt,St. Lucia
"cock, rooster","kòk,batay kòk",St. Lucia
cob,zopi,St. Lucia
"coat, jacket, suitcoat, sportcoat",kanmizòl,St. Lucia
coalpot,tèson,St. Lucia
"coal, charcoal",chèbon,St. Lucia
"cluster, bunch (of fruit)",gwap,St. Lucia
club,boutou,St. Lucia
"clove (of garlic, etc.), a segment of a bulb,cocoa pod,hand grenade","kòs,kòs kako",St. Lucia
clove,"jiwòf,klou jiwòf",St. Lucia
cloud,nwaj,St. Lucia
"clothes, apparel","had,wad,abiman,lenj,had dòmi",St. Lucia
clothes,"lenj,abiman,had",St. Lucia
"clot, lump, clod",boul,St. Lucia
"clogged, plugged",tjok,St. Lucia
"clock, watch",mont,St. Lucia
"cliff, precipice","falèz,kaskou,koudoum",St. Lucia
"cliff, precipice","kaskou,falèz,koudoum",St. Lucia
"cliff, precipice","koudoum,falèz,kaskou",St. Lucia
click beetle,mouklé,St. Lucia
"clever, shrewd","visyé,malis,ni lèspwi",St. Lucia
"clearly, definitely,completely,(not) at all","nètaman,konplètman,nèt,toutafèt,a klè,konplètman,nèt,toutafèt",St. Lucia
clear,"klè,a klè,a klè,klè,nètaman",St. Lucia
"cleanliness,dirtiness, filth, pollution, uncleanliness,immorality; immoral, disgusting behaviour","pwòpté,mal pwòpté,vis",St. Lucia
"clean,opp,opp,dirty, nasty, unclean, polluted, unsanitary,opp,promiscuous","pwòp,nèt,nèt,sal,mal pwòp,nèt,sal,nèt,sal",St. Lucia
clay pot,"kannawi,kannawi dlo",St. Lucia
clay pot,téwin,St. Lucia
"claw, talon","gwif,koul gwif",St. Lucia
"class, grade",klas,St. Lucia
"clam,shell",kokiyaj,St. Lucia
cinnamon (Cinnamomum),kannèl,St. Lucia
"cinch, girth",bèlibann,St. Lucia
cigarette paper,jòb,St. Lucia
cigarette holder,tib,St. Lucia
cigarette,sigawèt,St. Lucia
church,légliz,St. Lucia
"Christmas celebration where people march early in the morning, singing and beating on metal buckets",Séwénal,St. Lucia
Christmas,"Nwèl,Lavèy Nwèl",St. Lucia
"Christian,mankind","kwityen,latè,latè,lézòm",St. Lucia
chopping block,biyo,St. Lucia
Choiseul,"Chwazèy,Swazèy",St. Lucia
"chip of wood, rock, etc",gòb,St. Lucia
"china, dishes, tableware","zasyèt,lajan zasyèt",St. Lucia
chin,maton,St. Lucia
"chill (a kind of illness),chill (as a result of fear)","fwison,fwiyè,fwiyè,kwentif,lapè,pèwèz",St. Lucia
"childhood,opp","pititès,vyéyès",St. Lucia
childbirth,akouchman,St. Lucia
child,"manmay,ti manmay,zanfan,ti manmay,manmay",St. Lucia
"chief, boss, head","chèf,jèwè,mèt",St. Lucia
chicken wire,til,St. Lucia
chicken hawk,"malfini,gwigwi poulé",St. Lucia
"chick, attractive girl or woman",djal,St. Lucia
chest,lèstomak,St. Lucia
cheese,"fwonmaj,fonmaj",St. Lucia
"cheap, inexpensive,opp","bonmaché,chè",St. Lucia
"cheap, flashy jewelry, baubles",glanglan,St. Lucia
"charm, object used for supernatural protection","lowizon,lowizyon",St. Lucia
character,kawaktè,St. Lucia
chapter,chapit,St. Lucia
change,chanjman,St. Lucia
change,"lanmonné,on ti lanmonné",St. Lucia
chair,"chèz,bwa chèz",St. Lucia
chain,"chenn,bay chenn",St. Lucia
certificate,satifika,St. Lucia
certain,sèten,St. Lucia
ceramic cup,tas,St. Lucia
centipede,bètannipyé,St. Lucia
cemetery,senmityè,St. Lucia
cement,siman,St. Lucia
celebration,"sélébwasyon,fèsten,fèt",St. Lucia
cave,kav,St. Lucia
cause,"kòz,a kòz di",St. Lucia
caterpillar,"chini,sak chini",St. Lucia
"catapult, slingshot,slipper, thong, sandal, flipflop",katapòl,St. Lucia
cat,"chat,chat tig,tig",St. Lucia
Castries,Kastwi,St. Lucia
cast net,lèpèvyé,St. Lucia
"cassia, a type of plant (cinnamomum cassia) used in bush medicine as a cooling",kas,St. Lucia
cassava flour,"fawin,fawin manyòk,fawin fwans,fawin manyòk,fawin",St. Lucia
cassava bread,"kasav,kasav manyòk,kasav manyòk,kasav,kasav myèl",St. Lucia
cassava,"manyòk,koukou manyòk",St. Lucia
cask,"kas,bouko",St. Lucia
cashew,"ponm,ponm nwa,ponm danmou,ponm dézenn,ponm dézenn,ponm danmou,ponm di lyenn,ponm kannèl,ponm nwa,ponm,ponm tè,ponm wòz",St. Lucia
"cartridge, shell",katouch,St. Lucia
cartilage,kankroum,St. Lucia
"cart,toy car pushed on the end of a stick",kabowé,St. Lucia
carpentry square,"létjè,skwè,skwè",St. Lucia
carpenter,"chapantyé,dité chapantyé",St. Lucia
Carnival,Kannaval,St. Lucia
cargo ship,"patjé,batiman,bato",St. Lucia
carelessly,vaykivay,St. Lucia
care,otjipasyon,St. Lucia
"cards, playing card","kat,bat kat",St. Lucia
"cardboard,cardboard",kawton,St. Lucia
captive,"lapwiz,tjébé lapwiz",St. Lucia
capital,kapital,St. Lucia
capacity,kapasité,St. Lucia
"canvas shoulder bag, haversack",abousak,St. Lucia
"cannon,noisemaker 'cannon' made of bamboo hollowed out and filled with kersoene vapor and ignited to make a loud noise",kannou,St. Lucia
canker sore in the mouth,chank,St. Lucia
cane juice,vizou,St. Lucia
candy made with melted sugar and coconut,tablèt,St. Lucia
candy,switi,St. Lucia
candle,"bouji,blan balenn",St. Lucia
"can, to be able","sa,pé",St. Lucia
"can, tin, enamel cup","pòt,pòt a flè,pòt chanm",St. Lucia
"campêche, a type of thorny tree (Haematoxylon campechianum)",kanpèch,St. Lucia
"camp, camping",kanp,St. Lucia
camel,"chanmo,kanmèl",St. Lucia
camel,"kanmèl,chanmo",St. Lucia
callaloo (Xanthosoma braziliense),kalalou,St. Lucia
calf muscle,"jawé,gwatjanm",St. Lucia
calf (of leg),"gwatjanm,jawé",St. Lucia
calabash bowl or plate,"kwi,koupé kwi,tèt kwi",St. Lucia
calabash (Cruscentia cujete),kalbas,St. Lucia
cake,"bonbon,bonbon zé",St. Lucia
"caiman, alligator",kayman,St. Lucia
cage,kalòj,St. Lucia
"cadaver, dead body",kadav,St. Lucia
"cacao (Theobroma cacao), cocoa,brown",kako,St. Lucia
"cable, rope","kab,kanmèl",St. Lucia
cabbage,"chouponm,chwaponm",St. Lucia
"by, through,per","pa,li",St. Lucia
button,bouton,St. Lucia
butterfly,papiyòt,St. Lucia
butter,bè,St. Lucia
butcher,bouché,St. Lucia
but,mé,St. Lucia
"busy, occupied,emotionally or physically distressed and unable to hold still","anbawasé,anbazoudi,anbazoudi",St. Lucia
busy in an unproductive way,anbwennzenng,St. Lucia
"bus, truck","tròk,machin,machin",St. Lucia
"bunch, stalk (of bananas, plantain, etc)",wéjim,St. Lucia
bunch,débann,St. Lucia
bullet,"bal,bal simen",St. Lucia
"bull,opp","towo,jinis",St. Lucia
building materials,matwiyo,St. Lucia
"buggy, cart, chariot",kawòs,St. Lucia
bud,"boujon,boujon gwiyav",St. Lucia
"bucket, pail","bonm,bonm-lan pété",St. Lucia
"brutal, severe,opp,seriously","bwital,bon,dous,méchan,mové",St. Lucia
brush,bòs,St. Lucia
brother-in-law,bofwè,St. Lucia
"broom,to sweep",balyé,St. Lucia
brilliance,bwiyans,St. Lucia
"bright, brilliant",bwiyan,St. Lucia
bridle,bwid,St. Lucia
bridge (of nose),koub,St. Lucia
bridge,pon,St. Lucia
brick,bwik,St. Lucia
"breeze, cool air","fwéchè,ti van",St. Lucia
breath,"lèspiwasyon,lisouf,van,van,pwan lèspiwasyon",St. Lucia
breadnut,chatany,St. Lucia
breadfruit,bwapen,St. Lucia
bread,pen,St. Lucia
"brawl, free-for-all",ansazinay,St. Lucia
"bravery, courage",bwavté,St. Lucia
"brave, courageous, bold","bwav,fouben",St. Lucia
"brass, copper",tjwiv,St. Lucia
branch,"bwanch,bwanch fil,bwanch laklé,kolyé laklé,patjé laklé",St. Lucia
brain-damaged,tètenm,St. Lucia
brain,sèvèl,St. Lucia
"braggart, boaster","bavadèz,bava,bava,vanta",St. Lucia
"braggart, boaster","vanta,bava,bava,bavadèz,palé vanta,bavadé,bavadé",St. Lucia
bracelet,bwaslé,St. Lucia
brace for a pole,djèt,St. Lucia
"boy, son","tibway,gason",St. Lucia
